filename,filesize,transcript
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/174-84280-0012.wav,285256,and it is upon this effect of sweet and beautiful possibilities caught in the net of animal jealousies and thoughtless motives and ancient rigid institutions that i would end this writing
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/174-84280-0013.wav,302106,in mary it seems to me i found both womanhood and fellowship i found what many have dreamt of love and friendship freely given and i could do nothing but clutch at her to make her my possession
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/174-84280-0014.wav,57743,what alternative was there for her
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/174-84280-0015.wav,263154,she was destroyed not merely by the unconsidered undisciplined passions of her husband and her lover but by the vast tradition that sustains and enforces the subjugation of her sex
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0000.wav,300248,one winter evening as soon as his work was over for the day joseph locked the door of his smithy washed himself well put on clean clothes and taking his violin set out for testbridge mary was expecting him to tea
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0001.wav,79600,it was the afternoon of a holiday and she had closed early
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0002.wav,116699,was there ever a happier man than joseph that night as he strode along the footpath
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0003.wav,121483,he pressed his violin case to his heart as if it were a living thing that could know that he loved it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0004.wav,63246,earth was gone and heaven was all
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0005.wav,119543,blessed am i here now my god and blessed shall i be there then
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0006.wav,114200,when he reached the suburbs the light of homes was shining through curtains of all colors
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0007.wav,76312,just then he was in no mood to think of the sorrows
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0008.wav,50615,the nettle and the dock said joseph
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0009.wav,56241,he was in a mood for music was he not
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0010.wav,140014,he laid down his violin and seated himself where mary told him in her father's arm chair by the fire
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0011.wav,175983,letty finding herself not quite equal to the emergency came in her turn to call mary she went as quietly as if she were leaving a tiresome visitor
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0012.wav,104042,the music was broken and joseph left alone with the dumb instruments
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0013.wav,113501,but in his hands solitude and a violin were sure to marry in music
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0014.wav,71186,they sat down and listened in silence
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0015.wav,126050,her heart seemed to swell up into her throat and it was all she could do to keep from weeping
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0016.wav,115929,a little longer and she was compelled to yield and the silent tears flowed freely
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0017.wav,98321,letty too was overcome more than ever she had been by music
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0018.wav,166322,let but a mood be strong enough and the soul clothing itself in that mood as with a garment can walk abroad and haunt the world
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0019.wav,148415,it cried aloud that eternity was very long and like a great palace without a quiet room
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0020.wav,111883,nor was this exactly the shape the thing took to the consciousness of the musician
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0021.wav,147862,i love thee i love thee cried the violin and the worship was entreaty that knew not itself
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0022.wav,183906,hast thou yet to learn that the love of the human is love is divine is but a lower form of a part of the love of god
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0023.wav,348296,when thou lovest man or woman or child yea or even dog aright then wilt thou no longer need that i tell thee how god and his christ would not be content with each other alone in the glories even of the eternal original love because they could create more love
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0024.wav,118581,he that loveth not his brother whom he hath seen how shall he love god whom he hath not seen
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0025.wav,93281,a sob like a bird new born burst from mary's bosom
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0026.wav,191089,that enchantment had possessed him usurping as it were the throne of his life and displacing it when it ceased he was not his own master
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0027.wav,117707,he started to conscious confusion only neither knowing where he was nor what he did
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0028.wav,189101,how it happened he never could tell but he brought down his violin with a crash against the piano then somehow stumbled and all but fell
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0029.wav,206086,in the act of recovering himself he heard the neck of his instrument part from the body with a tearing discordant cry like the sound of the ruin of a living world
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0030.wav,89788,his violin was broken but his being was made whole
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0031.wav,108843,his treasure taken type of his self and a woman given him instead
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-64301-0032.wav,45351,it's just like him he murmured
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0000.wav,43421,chapter seven the homecoming
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0001.wav,148468,colonel leonidas talbot regarded the white flag with feelings in which triumph and sadness were mingled strangely
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0002.wav,101024,but the emotions of harry and his comrades were for the moment those of victory only
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0003.wav,59301,boats put out both from the fort and the shore
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0004.wav,227704,the smoke itself which had formed a vast cloud over harbor forts and city was now drifting out to sea leaving all things etched sharply in the dazzling sunlight of a southern spring day
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0005.wav,82091,that white flag and those boats going out mean that sumter is ours
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0006.wav,54153,but the negotiations were soon completed
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0007.wav,82352,all the amenities were preserved between the captured garrison and their captors
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0008.wav,226883,the great state of virginia mother of presidents went out of the union at last and north carolina tennessee and arkansas followed her but maryland kentucky and missouri still hung in the balance
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0009.wav,155323,lincoln had called for volunteers to put down a rebellion but harry heard everywhere in charleston that the confederacy was now secure
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0010.wav,185155,the progress of president davis to the new capital set in the very face of the foe was to be one huge triumph of faith and loyalty
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0011.wav,47584,there was not a single note of gloom
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0012.wav,90975,europe which must have its cotton would favor the success of the south
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0013.wav,123138,an extraordinary wave of emotion swept over the south carrying everybody with it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0014.wav,40784,beauregard at once wrote an order
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0015.wav,44350,colonel kenton writes wisely
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0016.wav,214988,we need kentucky and i understand that a very little more may bring the state to us go with your father i understand that you have been a brave young soldier here and may you do as well up there
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0017.wav,151933,harry feeling pride but not showing it saluted and left the room going at once to madame delaunay's where he had left his baggage
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0018.wav,99900,he intended to leave early in the morning but first he sought his friends and told them good bye
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0019.wav,73596,harry gave his farewells with deep and genuine regret
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0020.wav,140373,whether their manner was grave or frivolous he knew that these were good friends of his and he sincerely hoped that he would meet them again
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0021.wav,56619,it was a different harry who started home late in april
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0022.wav,140716,four months had made great changes he bore himself more like a man his manner was much more considered and grave
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0023.wav,66020,he had seen great things and he had done his share of them
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0024.wav,78312,he gazed upon a world full of responsibilities and perils
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0025.wav,104886,but he looked back at charleston the gay the volatile and the beautiful with real affection
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0026.wav,65536,it was almost buried now in flowers and foliage
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0027.wav,44377,he was going home after victory
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0028.wav,51193,he soon left charleston out of sight
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0029.wav,76082,he felt the difference as soon as he reached the hills of his native state
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0030.wav,102669,people were cooler here and they were more prone to look at the two sides of a question
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0031.wav,93563,the air too was unlike that of south carolina there was a sharper tang to it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0032.wav,78477,it whipped his blood as it blew down from the slopes and crests
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0033.wav,186829,it was afternoon when he reached the little station of winton and left the train a tall sturdy boy the superior of many a man in size strength and agility
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0034.wav,68769,there were never before such times in old kentucky
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0035.wav,63003,bill skelly an his gang them mountaineers are up
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0036.wav,138048,he did not say the last as a boast but merely as an assurance to the liveryman who he saw was anxious on his account
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0037.wav,92106,if you've got pistols just you think once before you shoot said collins
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0038.wav,163345,harry thanked him threw his saddle bags across the horse a powerful bay and giving a final wave of his hand to the sympathetic liveryman rode away
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0039.wav,157901,this was not the fashion of a year ago when they exchanged a friendly word or two but harry knew its cause now nobody could trust anybody else
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/6295-244435-0040.wav,69542,but he saw nothing that moved there no signal lights twinkled
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0000.wav,66178,long ago there lived a merchant who had three daughters
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0001.wav,127822,every year at a certain day of a certain month he went away to a distant city to collect money on an account
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0002.wav,138403,how do you know asked their father i am older and wiser than you are and i know that there are many evils which might come upon you
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0003.wav,159396,when it was evening he led his band into a nearby street and in his disguise approached the merchant's house he knocked at the door
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0004.wav,84132,have pity upon a poor unfortunate one he called out
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0005.wav,93452,let me enter i pray you to pass the night under your roof
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0006.wav,191272,it's surely a terrible storm outside said the merchant's eldest daughter as the wind rattled the tiles of the roof and the rain beat in torrents against the doors and windows
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0007.wav,54994,he is old as well as poor she said
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0008.wav,99922,if we decide to show mercy to this poor beggar it is not for you to oppose it
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0009.wav,86324,bui we should not forget our promise to our father cried the youngest daughter
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0010.wav,114686,however in spite of all she could say the elder sisters opened the door and admitted the beggar
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0011.wav,95135,it is a fearful night to send away a beggar said the eldest sister while they were eating
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0012.wav,144197,while they were talking the beggar had taken the apples which the girls were to eat for dessert and had sprinkled a sleeping powder over them
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0013.wav,115314,the two eldest ate their apples but the youngest could not eat that night she threw the apple away
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0014.wav,91357,she did not stir and he knew that the sleeping powder had thoroughly done its work
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0015.wav,99893,then she heard him go down the stairway and unbolt the heavy doors which led into the store
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0016.wav,78641,it was the youngest one who deceived me cried the robber chieftain
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0017.wav,50786,perhaps you can outwit her yet cried another
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0018.wav,142938,the merchant's daughter at first did not answer but as he kept on calling to her she finally asked him what it was that he wanted
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0019.wav,55902,i promise you i will do you no harm
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0020.wav,53436,you shall not come into my father's house
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0021.wav,61270,pass the charm out to me then said the robber
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0022.wav,76328,when she returned his hand was sticking through the hole in the door
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0023.wav,70210,the cries and curses of the robbers filled the air
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0024.wav,64272,they tried in vain to break down the great doors
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110124-0025.wav,51312,all my worries about you were foolish
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0000.wav,265814,he had little enough to break or bite and once when there was a great famine in the land he could hardly procure even his daily bread and as he lay thinking in his bed one night he sighed and said to his wife what will become of us
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0001.wav,89629,how can we feed our children when we have no more than we can eat ourselves
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0002.wav,134122,oh you simpleton said she then we must all four die of hunger you had better plane the coffins for us
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0003.wav,109015,but she left him no peace till he consented saying ah but i shall miss the poor children
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0004.wav,131612,and as soon as their parents had gone to sleep he got up put on his coat and unbarring the back door went out
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0005.wav,142532,ah father said hansel i am looking at my white cat sitting upon the roof of the house and trying to say good bye
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0006.wav,136012,but in reality hansel was not looking at a cat but every time he stopped he dropped a pebble out of his pocket upon the path
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0007.wav,116893,but her husband felt heavy at heart and thought it were better to share the last crust with the children
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0008.wav,151931,early in the morning the stepmother came and pulled them out of bed and gave them each a slice of bread which was still smaller than the former piece
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0009.wav,115301,we are going into the forest to hew wood and in the evening when we are ready we will come and fetch you again
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0010.wav,197222,hansel thought the roof tasted very nice and so he tore off a great piece while grethel broke a large round pane out of the window and sat down quite contentedly
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0011.wav,152031,come in and stop with me and no harm shall come to you and so saying she took them both by the hand and led them into her cottage
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0012.wav,278306,the old woman behaved very kindly to them but in reality she was a wicked old witch who way laid children and built the breadhouse in order to entice them in but as soon as they were in her power she killed them cooked and ate them and made a great festival of the day
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0013.wav,166276,then she took up hansel with her rough hand and shut him up in a little cage with a lattice door and although he screamed loudly it was of no use
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0014.wav,111158,grethel began to cry but it was all useless for the old witch made her do as she wanted
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0015.wav,140536,grethel she cried in a passion get some water quickly be hansel fat or lean this morning i will kill and cook him
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0016.wav,60402,dear good god help us now she prayed
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0017.wav,238573,creep in said the witch and see if it is hot enough and then we will put in the bread but she intended when grethel got in to shut up the oven and let her bake so that she might eat her as well as hansel
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0018.wav,55190,see i could even get in myself
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0019.wav,51703,and she got up and put her head into the oven
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0020.wav,154955,and now as there was nothing to fear they went back to the witch's house where in every corner were caskets full of pearls and precious stones
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-110523-0021.wav,98093,then they began to run and rushing into the house they fell upon their father's neck
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0000.wav,159469,grant was only a few miles away but although commander in chief he knew nothing of the hardest fought battle of the civil war until it was over
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0001.wav,54773,my own regiment was in the advance
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0002.wav,57051,our brigade was fearfully outnumbered
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0003.wav,166743,there were no breastworks yet that one little brigade of hamilton's division stood there in the open and repulsed assault after assault
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0004.wav,104897,not balaklava nor the alma saw such fighting it was a duel to the death
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0005.wav,106989,no battery in the whole four years war lost so many men in so short a time
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0006.wav,167432,one daring rebel was shot down and bayoneted clear behind the line of company b where he had broken through to seize the flag of my regiment
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0007.wav,112877,that night the enemy slipped away leaving hundreds and hundreds of his dead and wounded on the field
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0008.wav,126564,with a few lanterns our men then went about and tried to gather up the wounded the dead were left till morning
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0009.wav,71611,it was not a question who was dead or wounded but who was not
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0010.wav,82355,fifteen officers of our little half regiment were dead or wounded
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0011.wav,110477,i remained awake all night talking with a comrade who shared my blanket with me poor jimmy king
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0012.wav,94040,he survived the war only to be murdered later on a plantation in mississippi
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0013.wav,177854,when morning came the firing opened and for all that day the battle raged fiercely at the left and center left we getting the worst of it too
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0014.wav,126932,that evening an order came for us hamilton's division to assault the enemy's left flank at midnight
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0015.wav,133073,under the same quiet moonlight and only six hundred yards away from us also lay the victorious rebel army
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0016.wav,173838,once in the night i slipped away from the bivouac and hurried to the old tishimingo hotel to see a lieutenant of my company who had been shot through the breast
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0017.wav,38917,i could not help my friend
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0018.wav,73185,go back to the regiment he said smiling all will be needed
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0019.wav,93240,my friend with many others was being carried out to die elsewhere
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0020.wav,42373,i hastened back to the lines
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0021.wav,87098,the cloud of rebels we had seen divided itself into three columns
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0022.wav,97695,a perfect blaze of close range musketry too mowed them down like grass
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0023.wav,86348,they lay in heaps of dozens even close up to the works
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0024.wav,107060,that night i stood guard under an oak tree on the battlefield among the unburied dead
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0025.wav,93971,indeed we of the rank and file had little confidence in grant in those days
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0026.wav,59533,rosecrans protested it was in vain
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0027.wav,117159,it required months and great events to make grant the hero of the army which he afterward became
/Users/gabriel.t.nishimura/projects/masters/ctc/data_dir/LibriSpeech/dev-clean-new/7976-105575-0028.wav,71506,for some reason the dead at hatchie bridge were not buried
